gsis_id,player,bucket,mu,sigma,snaps,cons,rating_0_100,active_2025,tier
00-0034869,Sam Darnold,QB,27.64,1.378,5704,23.507,61.7,1,A
00-0035700,Josh Jacobs,RB,27.671,1.603,4266,22.861,61.7,1,A
00-0036874,Pat Surtain II,DB,28.282,1.331,4871,24.288,61.7,1,A
00-0036551,Aaron Banks,OL,28.257,1.409,3569,24.029,61.7,1,A
00-0037238,Drake London,WR,27.726,1.485,3271,23.272,61.7,1,A
00-0039809,Jonah Elliss,LB,30.214,2.036,749,24.105,61.7,1,A
00-0040737,Terrance Ferguson,TE,29.647,2.115,380,23.303,61.7,1,A
00-0030294,Tony Jefferson,DB,29.673,1.803,4050,24.264,61.6,1,A
00-0038111,Kyler Gordon,DB,29.588,1.778,2320,24.255,61.6,1,A
00-0038824,Ryan Miller,WR,31.19,2.647,390,23.249,61.6,1,A
00-0031279,Jake Matthews,OL,28.174,1.389,10413,24.007,61.5,1,A
00-0036224,Jonathan Greenard,LB,29.213,1.72,3015,24.054,61.5,1,A
00-0036901,Eric Stokes,DB,29.166,1.642,3031,24.241,61.5,1,A
00-0036927,Pete Werner,LB,29.176,1.706,3127,24.059,61.5,1,A
00-0038557,Dorian Williams,LB,29.975,1.969,1309,24.067,61.5,1,A
00-0039846,Tykee Smith,DB,29.011,1.589,1479,24.245,61.5,1,A
00-0039421,Levi Drake Rodriguez,DL,30.765,2.521,441,23.204,61.5,1,A
00-0034973,Maxx Crosby,DL,27.949,1.59,6092,23.18,61.4,1,A
00-0036418,Zack Baun,LB,28.191,1.382,2826,24.046,61.4,1,A
00-0036995,Baron Browning,LB,29.789,1.914,2278,24.048,61.4,1,A
00-0039372,Jarvis Brownlee Jr.,DB,29.749,1.844,1243,24.217,61.4,1,A
00-0040738,Demetrius Knight Jr.,LB,29.811,1.922,758,24.046,61.4,1,A
00-0033046,Jihad Ward,LB,29.35,1.781,4442,24.007,61.3,1,A
00-0033381,Adam Butler,DL,28.44,1.757,4332,23.169,61.3,1,A
00-0034473,Dennis Gardeck,LB,29.996,1.99,1557,24.025,61.3,1,A
00-0036322,Justin Jefferson,WR,27.712,1.506,5342,23.195,61.3,1,A
00-0040668,Shedeur Sanders,QB,30.265,2.29,412,23.393,61.3,1,A
00-0035272,Andrew Van Ginkel,LB,29.016,1.676,3876,23.988,61.2,1,A
00-0036391,Lloyd Cushenberry III,OL,28.688,1.578,4815,23.953,61.2,1,A
00-0037756,Travis Jones,DL,28.039,1.632,2156,23.144,61.2,1,A
00-0040722,Mike Green,LB,30.145,2.051,671,23.992,61.2,1,A
00-0033393,Kenny Moore II,DB,28.866,1.571,7344,24.152,61.1,1,A
00-0034754,Oren Burks,LB,30.133,2.051,1738,23.979,61.1,1,A
00-0036619,Dillon Radunz,OL,28.426,1.498,2619,23.932,61.1,1,A
00-0038136,Coby Bryant,DB,28.532,1.462,2723,24.147,61.1,1,A
00-0037192,George Karlaftis,DL,27.718,1.532,3378,23.121,61.1,1,A
00-0038123,Dane Belton,DB,29.382,1.745,1752,24.145,61.1,1,A
00-0039048,Matthew Bergeron,OL,28.25,1.441,2984,23.926,61.1,1,A
00-0039341,Tyler Guyton,OL,28.976,1.683,1225,23.926,61.1,1,A
00-0039915,Ladd McConkey,WR,27.691,1.512,1599,23.155,61.1,1,A
00-0036624,Alim McNeill,DL,28.187,1.693,2838,23.108,61.0,1,A
00-0037251,Alex Wright,DL,28.777,1.89,1420,23.107,61.0,1,A
00-0038121,Alontae Taylor,DB,28.586,1.487,3523,24.127,61.0,1,A
00-0039904,Jordan Morgan,OL,28.626,1.569,951,23.92,61.0,1,A
00-0040204,Jaylen Reed,DB,33.0,2.813,169,24.561,61.0,1,A
00-0034753,Mark Andrews,TE,28.034,1.647,5016,23.094,60.9,1,A
00-0033455,Anthony Firkser,TE,30.133,2.344,1450,23.102,60.9,1,A
00-0036976,Spencer Brown,OL,27.885,1.327,4942,23.904,60.9,1,A
00-0037744,Trey McBride,TE,27.745,1.552,3155,23.089,60.9,1,A
00-0037428,Alec Anderson,OL,31.342,2.483,495,23.894,60.9,1,A
00-0040706,Walter Nolen,DL,36.205,4.171,157,23.691,60.9,1,A
00-0031040,Khalil Mack,LB,29.023,1.707,7538,23.901,60.8,1,A
00-0035630,Chris Lindstrom,OL,28.051,1.389,6420,23.885,60.8,1,A
00-0036231,Kyle Dugger,DB,28.879,1.597,4448,24.086,60.8,1,A
00-0038936,Juice Scruggs,OL,29.569,1.897,1721,23.876,60.8,1,A
00-0039917,Michael Penix Jr.,QB,28.662,1.798,738,23.268,60.8,1,A
00-0032211,Tyler Lockett,WR,28.571,1.839,7648,23.055,60.7,1,A
00-0030506,Travis Kelce,TE,27.28,1.409,9821,23.053,60.7,1,A
00-0032775,Demarcus Robinson,WR,28.107,1.683,5834,23.058,60.7,1,A
00-0032954,Isaac Seumalo,OL,28.167,1.436,7067,23.858,60.7,1,A
00-0033523,Jonathan Allen,DL,27.999,1.652,5905,23.042,60.7,1,A
00-0035253,C.J. Gardner-Johnson,DB,28.372,1.431,5053,24.079,60.7,1,A
00-0035262,Drue Tranquill,LB,28.382,1.497,4328,23.892,60.7,1,A
00-0039031,Adetomiwa Adebawore,DL,28.827,1.928,772,23.044,60.7,1,A
00-0031503,Jameis Winston,QB,28.967,1.919,4790,23.21,60.6,1,A
00-0034982,Dre Greenlaw,LB,28.957,1.699,4067,23.858,60.6,1,A
00-0036040,Juwan Johnson,TE,27.75,1.572,2991,23.034,60.6,1,A
00-0038039,Jack Jones,DB,28.823,1.589,2778,24.056,60.6,1,A
00-0039148,Keion White,DL,28.518,1.826,1753,23.039,60.6,1,A
00-0039338,Brock Bowers,TE,28.061,1.679,1471,23.025,60.6,1,A
00-0034413,Foye Oluokun,LB,28.203,1.455,6780,23.838,60.5,1,A
00-0034815,Fred Warner,LB,29.001,1.723,7671,23.833,60.5,1,A
00-0035632,Amani Hooker,DB,28.866,1.616,4535,24.019,60.5,1,A
00-0036972,Mac Jones,QB,28.347,1.721,3452,23.185,60.5,1,A
00-0039359,Cade Stover,TE,28.771,1.923,730,23.002,60.5,1,A
00-0033077,Dak Prescott,QB,27.437,1.428,9203,23.154,60.4,1,B
00-0034771,Mason Rudolph,QB,30.026,2.288,1453,23.163,60.4,1,B
00-0036036,Terence Steele,OL,28.03,1.409,5924,23.804,60.4,1,A
00-0036388,Xavier McKinney,DB,28.159,1.388,5156,23.996,60.4,1,A
00-0037193,Bryan Cook,DB,28.502,1.501,2787,24.001,60.4,1,A
00-0037587,Nate Landman,LB,27.886,1.36,2456,23.805,60.4,1,A
00-0039353,Jarrian Jones,DB,29.302,1.769,1199,23.996,60.4,1,A
00-0039893,Brian Thomas Jr.,WR,27.632,1.545,1535,22.998,60.4,1,A
00-0033293,Aaron Jones,RB,28.015,1.826,4546,22.538,60.3,1,A
00-0035643,Jeffery Simmons,DL,28.086,1.708,5074,22.962,60.3,1,A
00-0036637,Noah Gray,TE,28.017,1.688,2848,22.952,60.3,1,A
00-0037664,Alec Pierce,WR,27.43,1.487,3290,22.969,60.3,1,A
00-0037247,George Pickens,WR,27.418,1.482,3464,22.972,60.3,1,A
00-0038134,Kenneth Walker III,RB,27.639,1.698,2083,22.545,60.3,1,A
00-0033546,Dalvin Tomlinson,DL,28.459,1.833,5227,22.961,60.2,1,A
00-0034790,Derwin James,DB,28.404,1.483,6001,23.955,60.2,1,A
00-0036919,Kenny Gainwell,RB,27.639,1.704,1957,22.526,60.2,1,A
00-0036813,Christian Elliss,LB,28.902,1.708,1270,23.777,60.2,1,A
00-0037758,Cordale Flott,DB,28.774,1.606,2185,23.957,60.2,1,A
00-0039001,Tyler Steen,OL,28.118,1.45,1459,23.767,60.2,1,A
00-0040677,Abdul Carter,LB,29.303,1.847,783,23.761,60.2,1,A
00-0032965,Ronnie Stanley,OL,28.092,1.448,7549,23.748,60.1,1,A
00-0035236,Byron Murphy,DB,28.524,1.525,6235,23.948,60.1,1,A
00-0035717,Nick Bosa,DL,28.937,2.001,4467,22.936,60.1,1,A
00-0034987,E.J. Speed,LB,29.329,1.86,2541,23.748,60.1,1,A
00-0036952,Jonathon Cooper,LB,28.153,1.467,3195,23.752,60.1,1,A
00-0038387,Colby Wooden,DL,28.223,1.767,1121,22.921,60.1,1,A
00-0038398,Karl Brooks,DL,27.906,1.657,1485,22.935,60.1,1,A
00-0038554,Ji'Ayir Brown,DB,28.717,1.588,2158,23.952,60.1,1,A
00-0039491,Jalen Coker,WR,27.904,1.663,889,22.916,60.1,1,A
00-0033952,Grover Stewart,DL,27.861,1.652,4839,22.905,60.0,1,A
00-0037611,Kayvon Thibodeaux,LB,29.05,1.778,2774,23.716,60.0,1,A
00-0039068,Yaya Diaby,LB,28.515,1.599,2104,23.718,60.0,1,A
00-0038383,Andrew Vorhees,OL,28.442,1.569,1167,23.734,60.0,1,A
00-0039340,Laiatu Latu,DL,27.797,1.626,1313,22.92,60.0,1,A
00-0040672,Tyleik Williams,DL,30.136,2.409,427,22.909,60.0,1,A
00-0040660,Mykel Williams,DL,30.072,2.389,360,22.904,60.0,1,A
00-0031426,Joel Bitonio,OL,28.125,1.467,9702,23.724,59.9,1,A
00-0033886,T.J. Watt,LB,28.122,1.473,7289,23.704,59.9,1,A
00-0035261,Tony Pollard,RB,27.741,1.765,3636,22.446,59.9,1,A
00-0039047,Derick Hall,LB,29.246,1.851,1422,23.693,59.9,1,A
00-0039875,Ray Davis,RB,29.592,2.38,442,22.453,59.9,1,A
00-0034796,Lamar Jackson,QB,27.525,1.506,6958,23.006,59.8,1,B
00-0035112,Patrick Mekari,OL,28.111,1.471,4735,23.699,59.8,1,A
00-0035208,Olamide Zaccheaus,WR,27.84,1.661,3356,22.858,59.8,1,A
00-0036287,Noah Igbinoghene,DB,29.441,1.856,1858,23.872,59.8,1,A
00-0039368,Jordan Magee,LB,31.943,2.754,359,23.682,59.8,1,A
00-0036942,Osa Odighizuwa,DL,27.996,1.715,3368,22.851,59.7,1,A
00-0036880,Penei Sewell,OL,28.022,1.448,5487,23.679,59.7,1,A
00-0036550,Rashod Bateman,WR,27.837,1.669,2734,22.831,59.7,1,A
00-0038541,Tyree Wilson,DL,28.961,2.038,1373,22.848,59.7,1,A
00-0039855,Jalen McMillan,WR,29.004,2.059,778,22.826,59.7,1,A
00-0038703,Kendell Brooks,DB,35.765,3.717,146,24.613,59.7,1,A
00-0030114,Jordan Poyer,DB,28.961,1.706,8721,23.843,59.6,1,A
00-0035683,Dexter Lawrence,DL,27.869,1.682,4838,22.824,59.6,1,A
00-0036987,Brandon Stephens,DB,28.399,1.522,4309,23.833,59.6,1,A
00-0037711,Jeremiah Pharms Jr.,DL,30.807,2.661,556,22.824,59.6,1,A
00-0039842,Michael Jerrell,OL,32.606,2.98,263,23.667,59.6,1,A
00-0027969,Cameron Heyward,DL,27.391,1.529,7391,22.803,59.5,1,A
00-0034351,Dallas Goedert,TE,27.119,1.451,5842,22.766,59.5,1,A
00-0036415,Van Jefferson,WR,27.967,1.734,3699,22.766,59.4,1,A
00-0036883,Tommy Togiai,DL,28.388,1.865,1106,22.792,59.4,1,A
00-0037545,Rashid Shaheed,WR,27.667,1.635,1912,22.763,59.4,1,A
00-0038393,Dontayvion Wicks,WR,28.065,1.769,1488,22.758,59.4,1,A
00-0040016,Warren Brinson,DL,30.991,2.736,280,22.783,59.4,1,A
00-0033217,Mo Alie-Cox,TE,28.381,1.889,3430,22.714,59.3,1,A
00-0036658,Isaiah McDuffie,LB,28.696,1.71,1901,23.565,59.3,1,A
00-0037246,Jalen Pitre,DB,28.379,1.538,3470,23.764,59.3,1,A
00-0037191,Trent McDuffie,DB,28.469,1.568,3800,23.766,59.3,1,A
00-0038685,Chris Brooks,RB,29.798,2.497,424,22.306,59.3,1,A
00-0038653,Cory Durden,DL,29.045,2.091,609,22.773,59.3,1,A
00-0039772,Josh Wallace,DB,31.92,2.716,420,23.771,59.3,1,A
00-0039423,Jonah Laulu,DL,28.3,1.846,1154,22.762,59.3,1,A
00-0029255,Bobby Wagner,LB,27.98,1.476,10775,23.552,59.2,1,A
00-0034361,Justin Reid,DB,28.466,1.572,7796,23.75,59.2,1,A
00-0036171,Aaron Brewer,OL,28.328,1.578,4532,23.592,59.2,1,A
00-0037812,Abraham Lucas,OL,27.77,1.391,2806,23.596,59.2,1,A
00-0038131,Ed Ingram,OL,27.746,1.386,3604,23.587,59.2,1,A
00-0033964,Al-Quadin Muhammad,LB,29.446,1.975,3590,23.521,59.1,1,A
00-0036199,Geno Stone,DB,28.377,1.546,3599,23.74,59.1,1,A
00-0036997,Javonte Williams,RB,27.069,1.6,2414,22.268,59.1,1,B
00-0036754,Brock Wright,TE,28.264,1.865,2240,22.67,59.1,1,A
00-0039155,BJ Ojulari,LB,31.186,2.559,567,23.51,59.1,1,A
00-0038616,Christian Braswell,DB,35.333,3.833,189,23.833,59.1,1,A
00-0031411,DeMarcus Lawrence,LB,28.442,1.648,5605,23.497,59.0,1,B
00-0035702,Dalton Risner,OL,28.152,1.528,5564,23.566,59.0,1,A
00-0039733,Ruke Orhorhoro,DL,28.437,1.911,704,22.702,59.0,1,A
00-0040134,Pat Bryant,WR,28.956,2.09,474,22.686,59.0,1,A
00-0033878,Adoree' Jackson,DB,28.558,1.622,6145,23.69,58.9,1,B
00-0035133,Keisean Nixon,DB,27.967,1.426,3473,23.69,58.9,1,B
00-0036292,Jaylon Johnson,DB,28.201,1.502,4455,23.696,58.9,1,B
00-0036285,A.J. Terrell,DB,28.018,1.446,5536,23.681,58.9,1,B
00-0037525,Jordan Mason,RB,28.499,2.089,905,22.231,58.9,1,B
00-0034847,Mike McGlinchey,OL,27.399,1.292,7434,23.524,58.8,1,A
00-0034828,Harold Landry III,LB,28.461,1.674,6036,23.441,58.8,1,B
00-0035386,T.J. Edwards,LB,28.164,1.57,4956,23.455,58.8,1,B
00-0035301,Donovan Wilson,DB,28.305,1.547,4580,23.664,58.8,1,B
00-0037155,Tony Adams,DB,28.979,1.768,2088,23.677,58.8,1,B
00-0039150,Bryce Young,QB,26.895,1.39,2675,22.727,58.8,1,B
00-0038979,Cedric Tillman,WR,27.844,1.734,1492,22.643,58.8,1,A
00-0040123,Armand Membou,OL,28.806,1.76,1005,23.525,58.8,1,A
00-0035526,Elgton Jenkins,OL,28.228,1.576,5983,23.498,58.7,1,A
00-0037270,Otito Ogbonnia,DL,29.358,2.236,997,22.649,58.7,1,A
00-0039854,Darius Robinson,DL,28.961,2.103,647,22.652,58.7,1,A
00-0033307,Kendrick Bourne,WR,27.731,1.712,4371,22.595,58.6,1,A
00-0033921,Chris Godwin Jr.,WR,27.763,1.725,6319,22.589,58.6,1,A
00-0035697,Germaine Pratt,LB,27.868,1.489,5607,23.401,58.6,1,B
00-0036298,Akeem Davis-Gaither,LB,28.56,1.718,2046,23.405,58.6,1,B
00-0036411,Antoine Winfield Jr.,DB,28.082,1.488,5669,23.617,58.6,1,B
00-0038599,Henry To'oTo'o,LB,27.933,1.509,2213,23.405,58.6,1,B
00-0039886,T'Vondre Sweat,DL,28.802,2.056,1019,22.635,58.6,1,A
00-0035237,Jawaan Taylor,OL,27.814,1.451,7365,23.462,58.5,1,A
00-0036998,Jevon Holland,DB,28.298,1.565,4210,23.604,58.5,1,B
00-0035229,T.J. Hockenson,TE,27.405,1.632,4658,22.51,58.4,1,A
00-0036355,Justin Herbert,QB,26.852,1.419,6202,22.596,58.4,1,B
00-0037663,Jermaine Johnson II,DL,27.841,1.747,1724,22.601,58.4,1,A
00-0038618,Xavier Hutchinson,WR,27.226,1.557,1569,22.555,58.4,1,A
00-0033072,Leonard Floyd,DL,28.118,1.849,7283,22.572,58.3,1,A
00-0033282,Curtis Samuel,WR,28.309,1.929,4251,22.522,58.3,1,B
00-0036376,Tyler Biadasz,OL,27.923,1.493,5788,23.443,58.3,1,A
00-0036380,Alohi Gilman,DB,28.027,1.49,3462,23.557,58.3,1,B
00-0033555,Mack Hollins,WR,27.117,1.541,4130,22.494,58.2,1,B
00-0033918,Fabian Moreau,DB,30.275,2.241,4456,23.553,58.2,1,B
00-0039918,Caleb Williams,QB,26.38,1.279,2296,22.543,58.2,1,B
00-0033119,Jacoby Brissett,QB,27.53,1.668,4262,22.524,58.1,1,B
00-0033336,Eric Wilson,LB,28.115,1.604,3619,23.304,58.1,1,B
00-0036281,C.J. Henderson,DB,30.407,2.298,2052,23.513,58.1,1,B
00-0036288,Yetur Gross-Matos,DL,28.658,2.043,2463,22.53,58.1,1,A
00-0038938,Jalin Hyatt,WR,29.047,2.192,1016,22.472,58.1,1,B
00-0033538,Garett Bolles,OL,27.265,1.292,8334,23.39,58.0,1,A
00-0039732,Bo Nix,QB,26.493,1.334,2209,22.492,58.0,1,B
00-0039916,Ricky Pearsall,WR,27.654,1.735,925,22.447,58.0,1,B
00-0033923,Kareem Hunt,RB,26.928,1.649,4076,21.982,57.9,1,B
00-0034800,B.J. Hill,DL,27.692,1.731,5068,22.5,57.9,1,A
00-0034381,Josh Sweat,LB,28.66,1.801,4203,23.256,57.9,1,B
00-0035710,Daniel Jones,QB,27.101,1.545,4961,22.465,57.9,1,B
00-0036642,Tedarrell Slaton,DL,28.031,1.85,2179,22.482,57.9,1,A
00-0037313,Montaric Brown,DB,28.155,1.559,2049,23.479,57.9,1,B
00-0040667,Matthew Golden,WR,28.704,2.093,463,22.424,57.9,1,B
00-0031360,Kyle Van Noy,LB,28.627,1.798,7322,23.233,57.8,1,B
00-0033884,Tre'Davious White,DB,28.032,1.523,6395,23.465,57.8,1,B
00-0034789,Minkah Fitzpatrick,DB,28.269,1.602,7363,23.462,57.8,1,B
00-0035667,Greg Gaines,DL,28.627,2.051,3290,22.475,57.8,1,A
00-0034272,Marquez Valdes-Scantling,WR,27.362,1.659,4837,22.386,57.7,1,B
00-0034384,D.J. Reed,DB,28.357,1.639,5384,23.439,57.7,1,B
00-0038107,Micheal Clemons,DL,27.912,1.822,1762,22.446,57.7,1,B
00-0038933,Dalton Kincaid,TE,27.6,1.753,1613,22.341,57.7,1,A
00-0038543,Jaxon Smith-Njigba,WR,26.703,1.44,2450,22.382,57.7,1,B
00-0039007,Garrett Williams,DB,28.893,1.817,1595,23.442,57.7,1,B
00-0039358,Mason McCormick,OL,27.455,1.374,1923,23.331,57.7,1,A
00-0040643,Jonas Sanker,DB,28.64,1.733,916,23.441,57.7,1,B
00-0034832,Bradley Chubb,LB,28.486,1.767,4185,23.186,57.6,1,B
00-0039692,Dell Pettus,DB,31.815,2.8,462,23.416,57.6,1,B
00-0032398,Chris Moore,WR,28.304,1.983,3012,22.356,57.5,1,B
00-0026190,Calais Campbell,DL,27.929,1.838,6556,22.414,57.5,1,B
00-0033040,Tyreek Hill,WR,28.156,1.934,7449,22.353,57.5,1,B
00-0034573,Charvarius Ward,DB,28.544,1.715,6476,23.4,57.5,1,B
00-0031254,Denico Autry,DL,28.576,2.061,5599,22.394,57.4,1,B
00-0035668,David Edwards,OL,27.098,1.273,5555,23.28,57.4,1,A
00-0036618,Sam Cosmi,OL,27.936,1.555,3765,23.27,57.4,1,A
00-0036504,Brandin Echols,DB,28.732,1.788,1831,23.368,57.4,1,B
00-0040710,Deone Walker,DL,28.238,1.947,529,22.398,57.4,1,B
00-0029604,Kirk Cousins,QB,26.964,1.556,9002,22.296,57.3,1,B
00-0034264,Jalyn Holmes,DL,29.065,2.229,1556,22.378,57.3,1,B
00-0037157,Bam Knight,RB,29.514,2.554,464,21.851,57.3,1,B
00-0039074,Davis Allen,TE,27.285,1.684,1115,22.233,57.3,1,A
00-0039347,Trevin Wallace,LB,28.157,1.682,1129,23.112,57.3,1,B
00-0039408,Christian Mahogany,OL,28.542,1.763,810,23.255,57.3,1,A
00-0034270,Tyler Conklin,TE,28.587,2.123,4161,22.218,57.2,1,A
00-0036192,A.J. Epenesa,DL,27.658,1.771,2679,22.345,57.2,1,B
00-0036375,Amik Robertson,DB,28.257,1.644,2813,23.325,57.2,1,B
00-0036941,Andre Cisco,DB,28.57,1.744,3479,23.337,57.2,1,B
00-0036479,Kwity Paye,DL,27.208,1.619,3123,22.349,57.2,1,B
00-0032071,Trent Brown,OL,28.03,1.604,6421,23.219,57.1,1,A
00-0030279,Keenan Allen,WR,27.224,1.656,7144,22.256,57.1,1,B
00-0036409,Jordyn Brooks,LB,27.82,1.581,5089,23.077,57.1,1,B
00-0036181,Teair Tart,DL,27.939,1.869,2164,22.332,57.1,1,B
00-0036954,Levi Onwuzurike,DL,29.446,2.369,1180,22.338,57.1,0,D
00-0040500,Joe Huber,OL,38.48,4.09,74,26.21,57.1,1,A
00-0040221,R.J. Mickens,DB,31.296,2.663,336,23.308,57.1,1,B
00-0032759,Sheldon Rankins,DL,27.286,1.659,5257,22.308,57.0,1,B
00-0033945,Samson Ebukam,DL,28.25,1.981,4330,22.309,57.0,1,B
00-0036429,Charlie Woerner,TE,27.334,1.723,1864,22.167,57.0,1,B
00-0036967,Joe Tryon-Shoyinka,DL,28.898,2.197,2688,22.308,57.0,1,B
00-0040126,Colston Loveland,TE,27.037,1.626,782,22.159,57.0,1,B
00-0033110,Tyler Higbee,TE,27.412,1.758,6723,22.137,56.9,1,B
00-0032387,Jarran Reed,DL,27.574,1.759,6598,22.298,56.9,1,B
00-0033881,Evan Engram,TE,27.235,1.694,5764,22.154,56.9,1,B
00-0036945,Justin Fields,QB,27.427,1.74,3132,22.206,56.9,1,B
00-0040708,Jihaad Campbell,LB,28.881,1.955,671,23.016,56.9,1,B
00-0040728,Tate Ratledge,OL,27.923,1.577,1038,23.193,56.9,1,A
00-0039054,Marte Mapu,LB,30.801,2.604,773,22.989,56.8,1,B
00-0040640,Ashton Gillotte,DL,28.964,2.229,455,22.277,56.8,1,B
00-0032242,Rob Havenstein,OL,28.007,1.621,9086,23.143,56.7,1,B
00-0036406,Tristan Wirfs,OL,27.548,1.467,6232,23.147,56.7,1,B
00-0037275,DaRon Bland,DB,28.121,1.632,2760,23.226,56.7,1,B
00-0036165,Isaiah Hodgins,WR,28.08,1.975,1405,22.154,56.6,1,B
00-0037263,Tyler Allgeier,RB,27.858,2.055,1401,21.692,56.6,1,B
00-0032442,Elandon Roberts,LB,28.611,1.893,5043,22.932,56.5,1,B
00-0036711,Charles Snowden,LB,30.354,2.471,678,22.941,56.5,1,B
00-0037197,Isiah Pacheco,RB,27.16,1.832,1818,21.663,56.5,1,B
00-0039139,Jahmyr Gibbs,RB,26.443,1.59,2032,21.673,56.5,1,B
00-0039018,Jack Campbell,LB,27.333,1.469,2718,22.926,56.5,1,B
00-0038994,Jordan Addison,WR,26.904,1.593,2373,22.125,56.5,1,B
00-0040663,Harold Fannin Jr.,TE,27.786,1.913,746,22.048,56.5,1,B
00-0040041,Nazir Stackhouse,DL,32.938,3.478,164,22.503,56.5,1,B
00-0040147,Jared Wilson,OL,27.453,1.446,982,23.115,56.5,1,B
00-0032380,Laremy Tunsil,OL,27.648,1.518,8283,23.094,56.4,1,B
00-0036196,Gabe Davis,WR,27.716,1.868,4016,22.111,56.4,1,B
00-0038982,Chamarri Conner,DB,27.496,1.447,2089,23.153,56.4,1,B
00-0038577,Nick Herbig,LB,28.347,1.813,1201,22.909,56.4,1,B
00-0040171,Joshua Farmer,DL,32.294,3.366,204,22.197,56.4,1,B
00-0040155,Danny Stutsman,LB,33.682,3.562,190,22.995,56.4,1,B
00-0034825,Arden Key,DL,27.785,1.868,3904,22.179,56.3,1,B
00-0035588,Garrett Bradbury,OL,27.057,1.323,6904,23.087,56.3,1,B
00-0035659,Terry McLaurin,WR,27.1,1.683,6032,22.051,56.2,1,B
00-0036293,Jeremy Chinn,DB,27.828,1.567,4859,23.128,56.2,1,B
00-0036660,Trey Smith,OL,27.558,1.496,5573,23.07,56.2,1,B
00-0036986,Nahshon Wright,DB,27.323,1.403,1386,23.114,56.2,1,B
00-0038559,Michael Wilson,WR,26.892,1.612,2328,22.057,56.2,1,B
00-0036130,Nnamdi Madubuike,DL,28.458,2.108,3114,22.133,56.1,1,B
00-0036623,Creed Humphrey,OL,27.116,1.355,6088,23.052,56.1,1,B
00-0037109,Jack Sanborn,LB,29.245,2.134,1130,22.843,56.1,1,B
00-0038932,Darnell Wright,OL,26.909,1.286,3217,23.051,56.1,1,B
00-0038603,Robert Beal Jr.,DL,32.27,3.381,284,22.127,56.1,1,B
00-0040661,Donovan Jackson,OL,28.54,1.831,749,23.046,56.1,1,B
00-0039050,Payne Durham,TE,27.96,2.008,882,21.937,56.0,1,B
00-0039738,Blake Corum,RB,27.528,1.991,507,21.555,56.0,1,B
00-0039880,Malik Washington,WR,27.922,1.967,937,22.02,56.0,1,B
00-0033284,Taylor Moton,OL,27.261,1.416,7977,23.013,55.9,1,B
00-0036422,Adam Trautman,TE,26.617,1.571,3457,21.905,55.9,1,B
00-0039849,Marvin Harrison Jr.,WR,27.354,1.79,1351,21.983,55.9,1,B
00-0040676,Cam Ward,QB,27.162,1.751,947,21.911,55.9,1,B
00-0040584,Gunnar Helm,TE,28.598,2.228,504,21.914,55.9,1,B
00-0032378,DeForest Buckner,DL,27.498,1.811,7646,22.065,55.8,1,B
00-0031687,Raheem Mostert,RB,28.947,2.478,2229,21.513,55.8,1,B
00-0039857,Blake Fisher,OL,28.877,1.964,806,22.984,55.8,1,B
00-0037480,Dylan Cook,OL,29.259,2.091,334,22.986,55.8,1,B
00-0033889,Cam Robinson,OL,27.685,1.57,6759,22.976,55.7,1,B
00-0036369,John Simpson,OL,27.614,1.545,4643,22.98,55.7,1,B
00-0037255,Dylan Parham,OL,27.78,1.604,3599,22.967,55.7,1,B
00-0040699,Will Campbell,OL,27.384,1.47,984,22.975,55.7,1,B
00-0040648,Tory Horton,WR,31.504,3.187,210,21.943,55.7,1,B
00-0034342,Quenton Nelson,OL,27.184,1.41,8142,22.953,55.6,1,B
00-0035250,Devin Singletary,RB,27.696,2.08,4113,21.458,55.6,1,B
00-0037001,Quinn Meinerz,OL,26.835,1.296,4523,22.948,55.6,1,B
00-0039847,Theo Johnson,TE,26.432,1.531,1450,21.838,55.6,1,B
00-0033073,Emmanuel Ogbah,DL,27.921,1.968,5433,22.016,55.5,1,B
00-0030070,John Jenkins,DL,27.589,1.861,3076,22.007,55.5,1,B
00-0036087,Myles Bryant,DB,28.643,1.893,2524,22.965,55.5,1,B
00-0036307,Kindle Vildor,DB,29.452,2.158,2286,22.977,55.5,1,B
00-0037005,Tommy Tremble,TE,26.611,1.603,2669,21.801,55.5,1,B
00-0040195,Denzel Burke,DB,29.285,2.106,629,22.967,55.5,1,B
00-0027865,Brandon Graham,DL,29.006,2.339,5179,21.99,55.4,1,B
00-0034285,Zach Sieler,DL,27.069,1.69,4325,21.998,55.4,1,B
00-0036374,L'Jarius Sneed,DB,28.819,1.953,4555,22.96,55.4,1,B
00-0039451,Isaiah Williams,WR,30.435,2.85,342,21.884,55.4,1,B
00-0040742,Jonah Savaiinaea,OL,28.346,1.81,942,22.915,55.4,1,B
00-0033943,Josh Reynolds,WR,27.519,1.889,4909,21.851,55.3,1,B
00-0034261,Austin Corbett,OL,27.775,1.621,5123,22.91,55.3,1,B
00-0035705,Jalen Thompson,DB,27.503,1.522,5518,22.936,55.3,1,B
00-0037835,Luke Goedeke,OL,27.361,1.483,3273,22.912,55.3,1,B
00-0038976,Marvin Mims Jr.,WR,26.976,1.709,1127,21.85,55.3,1,B
00-0031610,Darren Waller,TE,28.35,2.2,3819,21.75,55.2,1,B
00-0034775,Christian Kirk,WR,26.842,1.671,5344,21.83,55.2,1,B
00-0036795,Jake Curhan,OL,29.342,2.151,1087,22.889,55.2,1,B
00-0037413,Ben Brown,OL,29.3,2.136,931,22.893,55.2,1,B
